content;label
It is this condition and necessity which has created the need for a specialized field of public relations. Business now calls in the public relations counsel to advise it, to interpret its purpose to the public, and to suggest those modifications which may make it conform to the public demand. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
"Lüge / Fake News / Alternative Fakten 

Unser Alltag ist durchzogen von Lügen. Manche sind kleine Notlügen. Andere sind ganz schön gemein. Da kann es schon mal passieren, dass einem vor lauter Fake News die alternativen Fakten durcheinanderkommen.

Also versuche ich heute etwas Wahrheit reinzubringen.

Erzählt ihr im Alltag so kleine Notlügen? Was ist eure Lieblingsnotlüge. Ich tue am Telefon manchmal so, als wäre ich mein Anrufbeantworter?

Lasst mir doch einen Kommentar da und erzählt, was ihr so macht.

Viele Späße beim hören.

 https:// 21-sekunden.de/2026/04/24/lueg e-fake-news-alternative-fakten/";
@ebbot 2/2 healthy only if it is the relationship of give and take. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ebbot 2/2 --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
»Grundsteuerreform: Führt sie wirklich zu Steuererhöhungen?«  https:// correctiv.org/aktuelles/politi k-2/2026/04/23/grundsteuerreform-fuehrt-sie-wirklich-zu-steuererhoehungen/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
@ebbot 2/2 the public will understand and accept it. It must dramatize its personality and interpret its objectives in every particular in which it comes into contact with the community (or the nation) of which it is a part. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
»AfD-Klage zur Bundestagswahl 2025 frei erfunden«  https:// correctiv.org/faktencheck/aus- der-community/2026/04/23/afd-klage-zur-bundestagswahl-2025-frei-erfunden/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
@ebbot 2/2 of twenty years ago would take place and the public would rise and try to throttle big business with restrictive laws. Business is conscious of the public%27s conscience. This consciousness has led to a healthy cooperation. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Kvartal säger sig granska mätningar av förtroende för public service. Men i praktiken handlar det mindre om metod än om selektiv läsning, begreppsglidningar och ett återkommande bruk av förtroende som politiskt slagträ. # kvartal   # publicservice   # fakenews https:// magasinetkonkret.se/kvartal-oc h-fortroendekriget-mot-public-service/;1
»Deutschland hat für Klimakonferenz in Kolumbien nichts Neues im Gepäck«  https:// correctiv.org/aktuelles/klimaw andel/2026/04/23/deutschland-hat-fuer-klimakonferenz-in-kolumbien-nichts-neues-im-gepaeck/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
»Pläne für Gesundheitsreform: Diese Kosten könnten auf Kassenpatienten zukommen«  https://www. tagesschau.de/faktenfinder/kon text/krankenkassen-reform-warken-100.html?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
Des médias sans journalistes ? C’est déjà une réalité.  Près de 1 000 sites d’info en français générés par IA ont été identifiés.  L'intelligence artificielle est omniprésente dans les médias : les médias d’information professionnelle se noient dans la masse, leurs contenus sont pillés, les emplois sont menacés - en témoigne la crise brutale de la presse.  Carine Fouteau, présidente et directrice de la publication de Mediapart, auditionnée au Sénat :    # FakeNews   # IA   # journalisme   # numérique;1
"Je ne sais pas ce qui est le plus surréaliste ByteDance et son modèle de deepfake, ou le nouveau modèle de copyrights Américain.. ""ByteDance devrait immédiatement cesser ses activités de violation des droits », a affirmé Charles H. Rivkin, le président de la Motion Picture Association qui représente notamment les intérêts de Disney, Universal, Warner et Netflix."" # deepfake   # tiktok   # copyrights   # fakenews   # actualité https://www. leparisien.fr/high-tech/cest-q uoi-seedance-20-cet-incroyable-logiciel-chinois-dia-qui-enerve-disney-15-02-2026-AFSJ2KQC35ETRD6DARB5KXE2XQ.php";
"False information, including claims of an ""artificial earthquake,"" has spread on social media following a quake on Monday in northeastern Japan.  https://www. japantimes.co.jp/news/2026/04/ 23/japan/false-information-social-media-earthquake/?utm_medium=Social&utm_source=mastodon   # japan   # socialmedia   # earthquakes   # fakenews   # meteorologicalagency   # ai   # tohoku";1
@ebbot 2/2 Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
# Wero , ein europäischer Bezahldienst, verspricht  # digitaleUnabhängigkeit , nutzt aber  # AWS , eine Tochterfirma von  # Amazon , für seine Cloud-Infrastruktur. Dies widerspricht dem Souveränitätsversprechen und birgt Sicherheitsrisiken, da US-Behörden gemäß dem CLOUD Act Zugriff auf die Daten erhalten könnten.  https:// netzpolitik.org/2026/uneingelo estes-versprechen-auf-digitale-souveraenitaet-europaeischer-bezahldienst-wero-nutzt-amazon-server/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
This general principle, that men are very largely actuated by motives which they conceal from themselves, is as true of mass as of individual psychology. It is evident that the successful propagandist must understand the true motives and not be content to accept the reasons which men give for what they do. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ebbot 2/2 the fact may be that he would really prefer not to be burdened with it, and would rather walk for the sake of his health. He may really want it because it is a symbol of social position, an evidence of his success in business, or a means of pleasing his wife. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ebbot 2/2 colors are those of his college fraternity. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Und bereits als  #fakenews  enttarnt RE:  https://bsky.app/profile/did:plc:y56e3uwbw6wh6oqyaecsboen/post/3mk3zb2ey7b2i;1
Wieso muss man  # FakeNews  verbreiten  @ Stern_Digital ??;1
@ebbot 2/2 service for persons who wished to frighten the public away from a line of action. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ebbot 2/2 stamped on it by the group influences. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
»(Ausländer)Kriminalität geht zurück! Wie du über Sicherheit belogen wirst«  https://www. volksverpetzer.de/analyse/ausl aenderkriminalitaet-geht-zurueck/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
@ gruebler  Merz sagte: Zukünftig werde es für jeden Euro Rentenbeitrag weniger Rentenpunkte geben als derzeit. Er kündigt also an, dass die gesetzliche Rente teurer wird. Es wird also niemandem etwas weggenommen. - Du impliziertest mit Deinem Beitrag jedoch,  den Beitragszahlern werde Rente weggenommen. Deshalb solle auch den Vermögenden Vermögen weggenommen werden. Es wird jedoch keinem Beitragszahler etwas weggenommen. Deshalb schrieb ich  # fakenews . Es gibt nur weniger fürs gleiche Geld.;1
@ebbot 2/2 do something more spectacular the day before. Even in his restricted field of public psychology there must always be a wide margin of error. Propaganda, like economics and sociology, can never be an exact science for the reason that its subject-matter, like theirs, deals with human beings. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ facebita   Du hast einen gravierenden  # Denkfehler   # fakenews  begangenen! Ich behaupte nicht, dass  # merz  “bereits erworbene Rentenanwartschaften“ kürzen will. Vielmehr implizieren seine Ausführungen zur  # Basisabsicherung  , dass  # rentenbeitragszahler  bei gleich bleibenden Beiträgen später nur noch eine  # Mindestrente  erhalten werden.  Dieser Punkt ist dir entgangen und quell weiterer abwegiger Ausführungen. Ich erwarte eine Entschuldigung und Korrektur bzw. Löschung deines Beitrags.;1
@ebbot 3/3 consistent and relatively constant. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ebbot 2/2 and emotions which cannot be explained on the basis of what we know of individual psychology. So the question naturally arose: If we understand the mechanism and motives of the group mind, is it not possible to control and regiment the masses according to our will without their knowing about it? --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Alguém do “Tá Certo Isso aí?”, fact-checkin brasileiro que nasceu no WhatsApp tá no Fediverso? Queria seguir. Acho que o projeto tem potencial e gostei do planos futuros, mas achei que podia explicar mais detalhes no sobre. https:// tacertoissoai.com.br/sobre # factchecking   # fakenews  WhatsApp;1
»Russland stoppt Transit kasachischen Öls nach Deutschland«  https:// correctiv.org/aktuelles/russla nd-ukraine-2/2026/04/22/russland-kuendigt-transit-stopp-von-kasachischem-oel-nach-deutschland-an-pck-schwedt/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
"Cuba no se rinde: diálogo con EE.UU. bajo presión imperial y con la soberanía como línea roja 
 En medio de un recrudecimiento sostenido de la política de hostilidad de Washington, delegaciones oficiales de Cuba y Estados Unidos sostuvieron recientemente un encuentro en territorio cubano, confirmado por canales institucionales de la Isla y recogido por agencias internacionales. Cuba no se rinde. Diálogo con Estados Unidos bajo presión imperial y con la soberanía como línea roja. Cuba dialoga desde soberanía No desde la presión. Imagen generada con AI ©️ Blog Futuro mi Cuba  Lejos de las matrices mediáticas que intentan presentar a Cuba como una parte presionada o condicionada, lo cierto es que el intercambio transcurrió —según fuentes oficiales cubanas— en un ambiente respetuoso y sin imposiciones formales, reafirmando un principio histórico de la diplomacia revolucionaria: Cuba dialoga, pero no se subordina. Cuba dialoga desde la soberanía, no desde la presión Las autoridades cubanas han sido claras: No existieron ultimátums aceptados ni condiciones impuestas en la mesa. El diálogo se desarrolla sobre la base de la igualdad soberana entre Estados. La disposición al intercambio no implica, bajo ningún concepto, renuncia a los principios de la Revolución. Esta postura no responde a una coyuntura, sino a una línea estratégica sostenida durante décadas: defender la independencia nacional en todos los escenarios, incluyendo el diplomático. Guerra mediática: construir la falsa imagen de una Cuba debilitada Algunos medios internacionales han difundido versiones sobre supuestas exigencias o plazos impuestos por Estados Unidos. Sin embargo: No cuentan con respaldo en declaraciones oficiales cubanas. Se sustentan en fuentes no verificables o filtraciones interesadas. Buscan posicionar la narrativa de una Cuba forzada a ceder. Este tipo de operaciones forma parte de la guerra simbólica contra la Revolución, cuyo objetivo es erosionar la confianza del pueblo y proyectar una imagen de fragilidad que no se corresponde con la realidad. El verdadero contexto: bloqueo recrudecido y asfixia económica Este encuentro no ocurre en un vacío político. Tiene lugar en medio de una política agresiva que incluye: El reforzamiento del bloqueo económico, comercial y financiero. Acciones dirigidas a limitar el acceso de Cuba a combustibles. Amenazas de sanciones contra actores internacionales que mantengan relaciones con la Isla. La contradicción es evidente: Estados Unidos dialoga mientras intensifica la presión. Una Revolución que sabe resistir y negociar sin ceder Desde una visión profundamente martiana y fidelista, la posición de Cuba se sostiene en pilares claros: La soberanía es irrenunciable. No hay espacio para el chantaje ni la injerencia. El diálogo es una herramienta política, no una concesión estratégica. Cuba no negocia desde la debilidad, sino desde la legitimidad de una historia de resistencia que ha enfrentado más de seis décadas de agresión sistemática. Lo que realmente revela este momento Este episodio confirma varias realidades esenciales La política de máxima presión no ha logrado doblegar a Cuba. La Isla sigue siendo un actor político con voz propia en el escenario internacional. Incluso en medio de la confrontación, Incluso en medio de la confrontación, Estados Unidos reconoce la necesidad de interlocución directa. Pero más allá de lo diplomático, lo que está en juego es una disputa más profunda: una batalla de proyectos, de dignidad y de modelos de sociedad. Cuba: un pueblo que resiste, dialoga y defiende su destino Frente a las narrativas que intentan mostrar una ruptura entre el pueblo cubano y su Estado, la historia y la realidad demuestran lo contrario. Cuba es una nación con conciencia política, con memoria de lucha y con una profunda cultura de resistencia. Podrán existir dificultades —reales, complejas—, pero ante cualquier intento de agresión externa, el pueblo cubano ha sabido siempre cerrar filas en torno a su soberanía. El diálogo es bienvenido, sí. La búsqueda de entendimientos es necesaria, también. Pero hay una verdad que no admite matices: la soberanía de Cuba no se negocia, no se condiciona y no se entrega. Y si la historia volviera a exigirlo, este pueblo sabrá defenderla, incluso al precio más alto. Porque Cuba no es solo un país: es una idea de dignidad que ha aprendido a resistir. 
 #AbajoElBloqueoCriminal   #ÚltimoMinuto   #ConElPieEnElEstribo   #ContraElTurismoACuba   #CubaEnLasRedes   #CubaIslaBella   #CubaPorLaVida   #CubaSeRespeta   #CubaVsBloqueo   #CubaYSuGente   #CubainformaciónTv   #CubanosDeAquíYDeAllá   #CubaPorLaVida   #DerechosHumanos   #EEUUCampañasYTergiversaciones   #ElPoderDelPueblo   #FakeNews   #FidelViveEntreNosotros   #FuturoMiCuba   #GarrapatasMercenarias";1
@ebbot 2/2 efforts and, in fact, government is government only by virtue of public acquiescence. Industries, public utilities, educational movements, indeed all groups representing any concept or product, whether they are majority or minority ideas, succeed only because of approving public opinion. Public opinion is the unacknowledged partner in all broad efforts. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Viral claim targets poet Srijato during Bengal polls, what authorities revealed will leave you stunned  https:// english.mathrubhumi.com/news/i ndia/is-poet-srijato-being-arrested-amid-bengal-polls-viral-claim-debunked-ozbm5v7t?utm_source=dlvr.it&utm_medium=mastodon   # SrijatoBandyopadhyay   # FakeNews   # ElectionCommission;1
"@ gruebler  Deine Aussage zur gesetzlichen Rentenversicherung ist evident falsch. Merz forderte *nicht*, bereits erworbene Rentenanwartschaften zu stutzen. Er forderte, dass die Erwartungen an zukünftige Anwartschaften geringer sein müssen. Von einer Enteignung kann also nicht die Rede sein. - Und der Hinweis auf den ""Schrottwert"" ist ein kaum verhohlener Aufruf zur Gewalt gegen Sachen und fremdes Eigentum. Mit anderen Worten: Dein Beitrag besteht aus  # fakenews  und  # gewaltaufruf .";1
@ebbot 2/2 %27public relations counsel. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Czy popularność serwisu internetowego (topowy vs. niszowy) wpływa na Twoje zaufanie do publikowanych na nim treści? 🤔 # miniankiety   # wiarygodność   # media   # fakenews   # informacja;1
»Nach CORRECTIV-Recherche: Deutsche Behörden bleiben untätig – verbotenes Kosmetik-Produkt bleibt im Handel«  https:// correctiv.org/aktuelles/wirtsc haft/2026/04/22/nach-correctiv-recherche-deutsche-behoerden-bleiben-untaetig-verbotenes-kosmetik-produkt-bleibt-im-handel/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
»BKA enttarnt immer mehr ehemalige IS-Kämpfer dank Geheimdokumenten«  https://www. tagesschau.de/investigativ/ndr -wdr/bka-is-islamischer-staat-geheimdokumente-100.html?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
»BKA enttarnt immer mehr ehemalige IS-Kämpfer dank Geheimdokumenten«  https://www. tagesschau.de/investigativ/ndr -wdr/bka-is-islamischer-staat-geheimdokumente-100.html?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
When everyone in the  # TrumpRegime  refers to the  # FreePress  as the  # FakeNews  it is obvious whose lying and hiding something.;1
There are invisible rulers who control the destinies of millions. It is not generally realized to what extent the words and actions of our most influential public men are dictated by shrewd persons operating behind the scenes. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Breaking  # FakeNews : President Trump issues proclamation that today is Taco Tuesday. # tacotuesday   # tacotrump;0
But clearly it is the intelligent minorities which need to make us of propaganda continuously and systematically. In the active proselytizing minorities in whom selfish interests and public interests coincide lie the progress and development of America. Only through the active energy of the intelligent few can the public at large become aware of and act upon new ideas. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
"Wedding Alert! Meet Mr. And Mrs. Rachel-Beast 🥰 
 https:// hexbear.net/post/8308743";0
@ebbot 2/2 the social unit. Touch a nerve at a sensitive spot and you get an automatic response from certain specific members of the organism. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Le SNJ qui vient au secours de la France Insoumise victime d'une énième manipulation pour empêcher  # LFI  d'obtenir la mairie de Toulouse. Cette fois c'est la direction de France 2 qui aurait trempé dans la manipulation.  LFI huée lors d’une commémoration d’attentat antisémite : Jean-Luc Mélenchon dénonce une « opération montée d’avance » et veut des « explications » # fakenews   # ingerence   # municipales2027   # toulouse   https://www. lemonde.fr/politique/article/2 026/04/21/lfi-huee-lors-d-une-commemoration-d-attentat-antisemite-jean-luc-melenchon-veut-des-explications_6682054_823448.html;0
@ebbot 2/2 which is increasingly powerful in gaining that approval. Therefore, propaganda is here to stay. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
https://www. youtube.com/watch?v=HaBJgLc5sJ8 # HeyWolfi   # Freiheit   # Demokratie   # Politik   # Pruef   # NOAFD   # FCKAFD   # AFD   # USA   # Macht   # Trump   # TACOMan   # DieOrange   # orangeturd   # Rechtsextreme   # Rechte   # RechterTerror   # FakeNews   # TrumpAnschlag;
Africa: Imposter Facebook Page Uses Watu Branding to Lure Users Into Paying for Non-Existent Goods: [Africa Check] Imposter Facebook page uses Watu branding to lure users into paying for non-existent goods  http:// newsfeed.facilit8.network/TS8Q jp   # Africa   # ImposterAlert   # OnlineFraud   # SocialMediaSafety   # FakeNews;1
Propaganda does exist on all sides of us, and it does change our mental pictures of the world. Even if this be unduly pessimistic-and that remains to be proved-the opinion reflects a tendency that is undoubtedly real. In fact, its use is growing as its efficiency in gaining public support is recognized. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
»Gesundheitsreform: AfD-Politiker streut Falschbehauptung zu Asylbewerbern«  https:// correctiv.org/faktencheck/2026 /04/21/gesundheitsreform-afd-politiker-streut-falschbehauptung-zu-asylbewerbern/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;1
📌 𝗖𝗼̂𝘁𝗲 𝗱’𝗜𝘃𝗼𝗶𝗿𝗲 : 𝗿𝘂𝗺𝗲𝘂𝗿𝘀 𝗱𝗲 𝗰𝗼𝘂𝗽 𝗱’𝗘́𝘁𝗮𝘁 𝗲𝘁 𝗽𝗿𝗲́𝘀𝗲𝗻𝗰𝗲 𝗺𝗶𝗹𝗶𝘁𝗮𝗶𝗿𝗲 https://www. facebook.com/share/1EByRXqGwa/ # VDLV   # CôteDIvoire   # FakeNews   # InfoVsIntox   # FactCheckingCI   # Sécurité   # ArméeCI   # Abidjan   # AfriqueDeLOuest   # Désinformation;
"Wir danken dem Land Südtirol für die Werbung für unsere Aktionstage, die übermorgen starten werden ( https:// deutsche-kultur.provinz.bz.it/ de/politische-bildung/atpb-oesterreich ) und möchten darauf aufmerksam machen, dass es auch in Südtirol vom 2. bis zum 9. Mai 2026 Aktionstage Politische Bildung geben wird!  👉  https://www. humanrights.at/aktionstage/202 6/2-bis-9-mai-2026-aktionstage-politische-bildung-in-suedtirol/ Das Motto 2026 ist ""Medien, Likes & Live"": Was ist Fake, was ist real? Geht es mehr darum, sich in sozialen Medien gut zu präsentieren, oder darum, wie wir uns im realen Leben verhalten? # atpb26   # suedtirol   # altoadige   # FakeNews   # SocialMedia";
"Complot Artemis II : des vidéos IA “prouvent” un fake… sauf qu’elles sont bourrées d’erreurs visibles et faciles à démonter.
 www.science-et-vie.com/ciel-et-espa...   #Space   #Science   #Innovation   #Astrophysics   #ArtemisII   #FakeNews   #Deepfake   #NewSpace Artemis II : des complotistes ...";
Complot Artemis II : des vidéos IA “prouvent” un fake… sauf qu’elles sont bourrées d’erreurs visibles et faciles à démonter. https://www. science-et-vie.com/ciel-et-esp ace/nasa/artemis-ii-des-complotistes-utilisent-des-videos-ia-pour-prouver-une-mise-en-scene-mais-les-images-sont-ratees-236350.html   # Space   # Science   # Innovation   # Astrophysics   # ArtemisII   # FakeNews   # Deepfake   # NewSpace;
🗳️  # Sozialkunde Fake News entlarven? Quelle prüfen, Belege suchen, mit seriösen Medien vergleichen. Erst teilen, wenn alles passt. So stoppst du Desinfo!  # FakeNews   # Sozialkunde   # Lernen;1
@ebbot 2/2 Propaganda is the executive arm of the invisible government. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
»Vorwürfe der Ausbeutung in der deutschen Fleischindustrie«  https://www. tagesschau.de/investigativ/mon itor/fleischindustrie-arbeitskraefte-ausbeutung-100.html?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;
La historia que os contamos sobre el mercader de  # FakeNews  Alex Jones en el último festival  # 4d  por fin tiene un final o mejor aún una nueva temporada.  The Onion (ElMundoToday yanqui) ha comprado su página 😂 Suerte parodiando lo imparodiable! https://www. them.us/story/infowars-license d-the-onion-rainbow-logo;1
📰  «L’attentato a Trump una messinscena per l’Iran» – La diretta  #️⃣   # ESTERI   # Cessateilfuoco   # Complotti   # CrisiUsaIran   # DonaldTrump   # Fakenews   # Inchieste   # Iran   # Israele   # MedioOriente   # Negoziatidipace   # Terrorismo   # USA   # OpenOnline   # TheLabSocial   # News   # Notizie   # Italia   🔗   https://www. open.online/2026/04/21/guerra- usa-israele-iran-21-aprile/;
https://www. iankyddmiller.com/post/ai-gene rated-fake-news-where-there-is-no-real-news-is-particularly-dangerous # fake   # fakenews   # AI;
"@ebbot 2/2 thing is that it is universal and continuous; and in its sum total it is regimenting the public mind every bit as much as an army regiments the bodies of its soldiers. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine";1
»Die Hälfte der europäischen Gemeinden hat weniger Einwohner als vor 60 Jahren«  https:// correctiv.org/aktuelles/2026/0 4/21/die-haelfte-der-europaeischen-gemeinden-hat-weniger-einwohner-als-vor-60-jahren/?Propagandist.in   # Politik   # Propaganda  vs  # Fakenews;
Modern propaganda is a consistent, enduring effort to create or shape events to influence the relations of the public to an enterprise, idea or group. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
"Em artigo exclusivo, FlÃ¡vio Dino defende Nova Reforma do JudiciÃ¡rioÂ 
 https:// fed.brid.gy/r/https://www.bras ildefato.com.br/2026/04/20/em-artigo-exclusivo-flavio-dino-defende-nova-reforma-do-judiciario/";1
The Wall Street establishment is searching Germany for the original copy of the quran because it holds the truth about Project Blue Beam. The feminists hacked the Wall Street Parler account to track them through Germany . You won't believe how deep the rabbit hole goes  Everybody knows Project Blue Beam is happening soon , and Wall Street is controlling everything ...  # fakenews   # conspiracy;0
"The Verge: The Iranian women Trump ‘saved’ from execution are simultaneously real and AI-manipulated. “The collage that Trump posted is, at the very least, AI-modified, Mahsa Alimardani, the associate director of the Technology Threats & Opportunities program at WITNESS, told The Verge. But the women themselves are real.” 
 https://rbfirehose.com/2026/04/24/the-verge-the-iranian-women-trump-saved-from-execution-are-simultaneously-real-and-ai-manipulated/";0
"RE:  https:// cosocial.ca/@dyckron/116456223 970762804 ""20  # YouTube  channels (are) as part of a co-ordinated network focused on  # separatism  in western Canadian provinces, and other political issues. The report noted they use near-identical scripts and dubbed them ""slopaganda."" Altogether, the accounts have garnered roughly 40 million views. "" # abpoli   # cdnpoli   # democracy   # misinformation   # foreignInterference";1
'I feel so violated': The people who are hiring actors to make fake Alberta separatism videos A number of accounts creating misleading YouTube videos about Alberta separatism with millions of views appear to have their origins in a Dutch digital marketing course, a CBC/Radio-Canada investigation has found. https://www. cbc.ca/news/canada/alberta-sep aratist-youtube-channels-netherlands-9.7174719?cmp=rss;1
Dutch YouTube creators behind Alberta separatist videos getting millions of views A number of accounts creating misleading YouTube videos about Alberta separatism with millions of views appear to have their origins in a Dutch digital marketing course, a CBC/Radio-Canada investigation has found. https://www. cbc.ca/news/canada/alberta-sep aratist-youtube-channels-netherlands-9.7174719?cmp=rss;1
Dutch YouTube creators behind Alberta separatist videos getting millions of views A number of accounts creating misleading YouTube videos about Alberta separatism with millions of views appear to have their origins in a Dutch digital marketing course, a CBC/Radio-Canada investigation has found. https://www. cbc.ca/news/canada/alberta-sep aratist-youtube-channels-netherlands-9.7174719?cmp=rss;1
Debunking some nonsense- https:// youtu.be/nx-Ha1TwcG8 Thanks  @ TheBreach   # indigenous   # SettlerViolence   # misinformation;0
“Fake AI videos depict large crowds of Muslims praying in London streets. “ https:// fullfact.org/culture-and-socie ty/muslim-crowds-london-streets-praying-ai/?omhide=true&utm_source=Full+Fact+Newsletter&utm_campaign=3010d9ce7c-23042026-MO-Newsletter-Week16&utm_medium=email&utm_term=0_-056b300666-170225813   # propaganda   # ai   # misinformation   # politics;1
Leadership, regulation & trust in the age of  # misinformation 23 abr 2026 06:00 p.m.  Descripción This year’s Arthur Cobbold Lecture will be delivered by Professor Tony Lawler, Deputy Secretary of the Health Products Regulation Group & Head of the Therapeutic Goods Administration at the Australian Government Department of Health, Disability, Ageing In this lecture, Tony will reflect on his leadership journey & how it has shaped his approach to some of the most pressing challenges;1
"And what about X (formerly Twitter)? Since Musk took over, studies show X now has a higher concentration of misinformation than Facebook, just lower total volume due to a smaller user base. Facebook still ""wins"" for overall harm, but TikTok is the most concerning rising threat. Moderation matters. Algorithms amplify. And platform design isn't neutral. # Misinformation   # SocialMedia   # TechPolicy   # PlatformGovernance   # digizenLK";1
This is how it works. You take the abuses you are doing yourself (despoiling the planet, displacing populations, exploiting workers, being racist, whatever), point to those who threaten your ongoing profit & privilege & say ‘look! They’re doing that stuff!  Those whose interests are well served by the status quo are so good at doing this. (They called me white! That’s racist! She talked about men who abuse women! That’s sexist! They called me a racist / misogynist / plundering coloniser! That’s hate speech!’)  Projecting your own moral failings onto the other is a great way to avoid critical thinking. Flooding the media with this pap has been a great way of keeping dumb or inattentive punters in the dark. We see you, kids. # misinformation   # exploitation   # plunder   # profit   https://www. theguardian.com/environment/20 26/apr/22/channel-seven-7news-spotlight-clean-energy-investigation-ignores-fundamental-facts?CMP=Share_iOSApp_Other;
This Article Is More Powerful Than The Human Brain https:// theneuroscienceofeverydaylife. substack.com/p/this-article-is-more-powerful-than?r=24oxwv Dean Burnett explores the constant notion that something is 'more powerful than the human brain', and reveals just how unclear such a claim really is. # Brains   # Power   # Science   # Misinformation;1
"A ""staggering"" number of people believe unproven claims about vaccines, raw milk and more, according to a survey of 16,000 people across 16 countries conducted by the Edelman Trust Institute in New York. Here's more from Nature. https:// flip.it/xUFk0X # Science   # Health   # Vaccines   # Misinformation";1
Half of AI health answers are wrong even though they sound convincing – new study # AI   # ArtificialIntelligence   # Health   # Misinformation   # AIRisks   # Chatbots   # CyberRisk   # TechNews   # Diagnosis   # Healthcare   # PublicHealth   # Awareness   # DigitalSafety   # Education   # Tech   https:// the-14.com/half-of-ai-health-a nswers-are-wrong-even-though-they-sound-convincing-new-study/;0
1/ 🌎 The first  #EarthDay  in 1970 was incredibly effective at raising awareness & creating lasting change. In 2026, we're facing a daunting new kind of pollution -  #misinformation . News & media literacy are crucial to navigating & cleaning up our online landscape ⤵️ Cleaning up misinformation on ...;1
"The fascinating science of pleasure goes way beyond dopamine https:// psyche.co/ideas/the-fascinatin g-science-of-pleasure-goes-way-beyond-dopamine Dean Burnett writes for Psyche Magazine about a particular bugbear of his; the mainstream misunderstanding of dopamine and its link to pleasure # Dopamine   # Addiction   # Brains   # Misinformation";1
"New Survey: More than two-thirds of the public believe at least one false or unproven health claim — such as the idea that taking paracetamol during pregnancy causes autism 

 #Trust 
 #Science 
 #Misinformation 
 @nature.com@bsky.brid.gy 
 www.nature.com/articles/d41... ‘Staggering’ number of people ...";1
